CURVE,X,Y
6232,80,26.1
6232,90,29.3
6232,110,35.9
6232,120,39.1
6232,130,42.4
6232,140,45.6
6232,160,52.2
6232,170,55.4
6232,180,58.7
6232,190,61.9
6232,210,68.5
6232,220,71.7
6232,230,75
6232,240,78.2
6232,260,84.8
6232,270,88
6232,280,91.3
6232,290,94.5
6232,299,97.5
5813,0,0.3
5813,1,0.3
5813,10,3.3
5813,20,6.5
5813,30,9.8
5813,40,13
5813,60,19.6
5813,70,22.8
5813,80,26.1
5813,90,29.3
5813,110,35.9
5813,120,39.1
5813,130,42.4
5813,140,45.6
5813,160,52.2
5813,170,55.4
5813,180,58.7
5813,190,61.9
5813,210,68.5
5813,220,71.7
5813,230,75
5813,240,78.2
5813,260,84.8
5813,270,88
5813,280,91.3
5813,290,94.5
5813,299,97.5
19186,0,0.3
9978,0,0.3
9978,1,0.3
9978,10,3.2
9978,290,92.8
9978,299,95.7
8958,0,0.3
8958,1,0.3
8958,10,3.2
8958,290,92.8
8958,299,95.7
6221,0,0.3
6221,1,0.3
6221,10,3.2
6221,290,92.8
6221,299,95.7
8881,0,0.3
8881,1,0.3
8881,10,3.2
8881,290,92.8
8881,299,95.7
7913,0,0.3
7913,1,0.3
7913,10,3.2
7913,290,92.8
7913,299,95.7
1466,0,0.3
1466,1,0.3
1466,10,3.2
1466,290,92.8
1466,299,95.7
20437,0,0.3
20437,1,0.3
20437,10,3.3
20437,20,6.5
20437,30,9.8
20437,40,13
20437,60,19.6
20437,70,22.8
20437,80,26.1
20437,90,29.3
20437,110,35.9
20437,120,39.1
20437,130,42.4
20437,140,45.6
20437,160,52.2
20437,170,55.4
20437,180,58.7
20437,190,61.9
20437,210,68.5
20437,220,71.7
20437,230,75
20437,240,78.2
20437,260,84.8
20437,270,88
20437,280,91.3
20437,290,94.5
20437,299,97.5
12817,0,0.3
12817,1,0.3
12817,10,3.3
12817,20,6.5
12817,30,9.8
12817,40,13
12817,60,19.6
12817,70,22.8
12817,80,26.1
12817,90,29.3
12817,110,35.9
12817,120,39.1
12817,130,42.4
12817,140,45.6
12817,160,52.2
12817,170,55.4
12817,180,58.7
12817,190,61.9
12817,210,68.5
12817,220,71.7
12817,230,75
12817,240,78.2
12817,260,84.8
12817,270,88
12817,280,91.3
12817,290,94.5
12817,299,97.5
20294,0,0.3
20294,1,0.3
20294,10,3.3
20294,20,6.5
20294,30,9.8
20294,40,13
20294,60,19.6
20294,70,22.8
20294,80,26.1
20294,90,29.3
20294,110,35.9
20294,120,39.1
20294,130,42.4
20294,140,45.6
20294,160,52.2
20294,170,55.4
20294,180,58.7
20294,190,61.9
20294,210,68.5
20294,220,71.7
20294,230,75
20294,240,78.2
20294,260,84.8
20294,270,88
20294,280,91.3
20294,290,94.5
20294,299,97.5
822,0,0.3
822,1,0.3
822,10,3.3
822,20,6.5
822,30,9.8
822,40,13
822,60,19.6
822,70,22.8
822,80,26.1
822,90,29.3
822,110,35.9
822,120,39.1
822,130,42.4
822,140,45.6
822,160,52.2
822,170,55.4
822,180,58.7
822,190,61.9
822,210,68.5
822,220,71.7
822,230,75
822,240,78.2
822,260,84.8
822,270,88
822,280,91.3
822,290,94.5
822,299,97.5
747,0,0.30488
116,0,0.24498
113,0,0.14699
26,0,0.1355
13,0,0.1355
17287,0,0.30488
9024,0,0.35
6245,0,0.3656
846,0,0.3656
21945,0,0.37532
23086,0,0.4
23086,1,0.4
23086,10,4.1
23086,290,118.9
23086,299,122.6
16115,0,0.4
16115,1,0.4
16115,10,4.1
16115,290,118.9
16115,299,122.6
3055,0,0.37532
3042,0,0.37532
826,0,0.3656
17009,0,0.4
17009,1,0.4
17009,10,4.1
17009,290,118.9
17009,299,122.6
14749,0,0.4
14749,1,0.4
14749,10,4.1
14749,290,118.9
14749,299,122.6
11397,0,0.4
11397,1,0.4
11397,10,4.1
11397,290,118.9
11397,299,122.6
7113,0,0.47425
6022,0,0.4
6022,1,0.4
6022,10,4.1
6022,290,118.9
6022,299,122.6
12906,0,0.4
12906,1,0.4
12906,10,4.1
12906,290,118.9
12906,299,122.6
3545,0,0.4
3545,1,0.4
3545,10,4.1
3545,290,118.9
3545,299,122.6
499,0,0.4
499,1,0.4
499,10,4.1
499,290,118.9
499,299,122.6
20958,0,0.5
20958,1,0.5
20958,10,4.8
20958,20,9.6
20958,30,14.3
20958,70,33.5
20958,80,38.2
20958,120,57.4
20958,130,62.1
20958,170,81.3
20958,180,86
20958,220,105.2
20958,230,109.9
20958,270,129.1
20958,280,133.8
20958,290,138.6
20958,299,142.9
11849,0,0.5
11849,1,0.5
11849,10,4.8
11849,20,9.6
11849,30,14.3
11849,70,33.5
11849,80,38.2
11849,120,57.4
11849,130,62.1
11849,170,81.3
11849,180,86
11849,220,105.2
11849,230,109.9
11849,270,129.1
11849,280,133.8
11849,290,138.6
11849,299,142.9
4488,0,0.5
4488,1,0.5
4488,10,4.8
4488,20,9.6
4488,30,14.3
4488,70,33.5
4488,80,38.2
4488,120,57.4
4488,130,62.1
4488,170,81.3
4488,180,86
4488,220,105.2
4488,230,109.9
4488,270,129.1
4488,280,133.8
4488,290,138.6
4488,299,142.9
25,0,0.47425
12,0,0.47425
11,0,0.30488
10,0,0.06775
19259,0,0.50909
5021,0,0.572
4313,0,0.55
19929,0,0.57815
3056,0,0.57815
3043,0,0.57815
2095,0,0.58794
1468,0,0.572
829,0,0.572
11558,0,0.6
11558,1,0.6
11558,10,6.3
11558,20,12.6
11558,30,18.8
11558,70,44
11558,80,50.2
11558,120,75.4
11558,130,81.6
11558,170,106.8
11558,180,113
11558,220,138.2
11558,230,144.4
11558,270,169.6
11558,280,175.8
11558,290,182.1
11558,299,187.8
10757,0,0.6
10757,1,0.6
10757,10,6.3
10757,20,12.6
10757,30,18.8
10757,70,44
10757,80,50.2
10757,120,75.4
10757,130,81.6
10757,170,106.8
10757,180,113
10757,220,138.2
10757,230,144.4
10757,270,169.6
10757,280,175.8
10757,290,182.1
10757,299,187.8
21517,0,0.6
21517,1,0.6
21517,10,6.3
21517,20,12.6
21517,30,18.8
21517,70,44
21517,80,50.2
21517,120,75.4
21517,130,81.6
21517,170,106.8
21517,180,113
21517,220,138.2
21517,230,144.4
21517,270,169.6
21517,280,175.8
21517,290,182.1
21517,299,187.8
4919,0,0.6
4919,1,0.6
4919,10,6.3
4919,20,12.6
4919,30,18.8
4919,70,44
4919,80,50.2
4919,120,75.4
4919,130,81.6
4919,170,106.8
4919,180,113
4919,220,138.2
4919,230,144.4
4919,270,169.6
4919,280,175.8
4919,290,182.1
4919,299,187.8
2084,0,0.58794
23183,0,0.6
23183,1,0.6
23183,10,6.3
23183,20,12.6
23183,30,18.8
23183,70,44
23183,80,50.2
23183,120,75.4
23183,130,81.6
23183,170,106.8
23183,180,113
23183,220,138.2
23183,230,144.4
23183,270,169.6
23183,280,175.8
23183,290,182.1
23183,299,187.8
22025,0,0.6
22025,1,0.6
22025,10,6.3
22025,20,12.6
22025,30,18.8
22025,70,44
22025,80,50.2
22025,120,75.4
22025,130,81.6
22025,170,106.8
22025,180,113
22025,220,138.2
22025,230,144.4
22025,270,169.6
22025,280,175.8
22025,290,182.1
22025,299,187.8
20899,0,0.6
20899,1,0.6
20899,10,6.3
20899,20,12.6
20899,30,18.8
20899,70,44
20899,80,50.2
20899,120,75.4
20899,130,81.6
20899,170,106.8
20899,180,113
20899,220,138.2
20899,230,144.4
20899,270,169.6
20899,280,175.8
20899,290,182.1
20899,299,187.8
20210,0,0.6
20210,1,0.6
20210,10,5.7
20210,20,11.3
20210,30,17
20210,40,22.6
20210,60,34
20210,70,39.6
20210,80,45.3
20210,90,50.9
20210,110,62.3
20210,120,67.9
20210,130,73.6
20210,140,79.2
20210,160,90.6
20210,170,96.2
20210,180,101.9
20210,190,107.5
20210,210,118.9
20210,220,124.5
20210,230,130.2
20210,240,135.8
20210,260,147.2
20210,270,152.8
20210,280,158.5
20210,290,164.1
20210,299,169.2
19618,0,0.62222
19185,0,0.6125
5093,0,0.682
4554,0,0.62222
960,0,0.682
19179,0,0.6
19179,1,0.6
19179,10,5.7
19179,20,11.3
19179,30,17
19179,40,22.6
19179,60,34
19179,70,39.6
19179,80,45.3
19179,90,50.9
19179,110,62.3
19179,120,67.9
19179,130,73.6
19179,140,79.2
19179,160,90.6
19179,170,96.2
19179,180,101.9
19179,190,107.5
19179,210,118.9
19179,220,124.5
19179,230,130.2
19179,240,135.8
19179,260,147.2
19179,270,152.8
19179,280,158.5
19179,290,164.1
19179,299,169.2
11911,0,0.6
11911,1,0.6
11911,10,6.3
11911,20,12.6
11911,30,18.8
11911,70,44
11911,80,50.2
11911,120,75.4
11911,130,81.6
11911,170,106.8
11911,180,113
11911,220,138.2
11911,230,144.4
11911,270,169.6
11911,280,175.8
11911,290,182.1
11911,299,187.8
15345,0,0.6
15345,1,0.6
15345,10,6.3
15345,20,12.6
15345,30,18.8
15345,70,44
15345,80,50.2
15345,120,75.4
15345,130,81.6
15345,170,106.8
15345,180,113
15345,220,138.2
15345,230,144.4
15345,270,169.6
15345,280,175.8
15345,290,182.1
15345,299,187.8
4403,0,0.6
4403,1,0.6
4403,10,6.3
4403,20,12.6
4403,30,18.8
4403,70,44
4403,80,50.2
4403,120,75.4
4403,130,81.6
4403,170,106.8
4403,180,113
4403,220,138.2
4403,230,144.4
4403,270,169.6
4403,280,175.8
4403,290,182.1
4403,299,187.8
23856,0,0.6
23856,1,0.6
23856,10,6.3
23856,20,12.6
23856,30,18.8
23856,70,44
23856,80,50.2
23856,120,75.4
23856,130,81.6
23856,170,106.8
23856,180,113
23856,220,138.2
23856,230,144.4
23856,270,169.6
23856,280,175.8
23856,290,182.1
23856,299,187.8
20834,0,0.6
20834,1,0.6
20834,10,6.3
20834,20,12.6
20834,30,18.8
20834,70,44
20834,80,50.2
20834,120,75.4
20834,130,81.6
20834,170,106.8
20834,180,113
20834,220,138.2
20834,230,144.4
20834,270,169.6
20834,280,175.8
20834,290,182.1
20834,299,187.8
17190,0,0.6
17190,1,0.6
17190,10,6.3
17190,20,12.6
17190,30,18.8
17190,70,44
17190,80,50.2
17190,120,75.4
17190,130,81.6
17190,170,106.8
17190,180,113
17190,220,138.2
17190,230,144.4
17190,270,169.6
17190,280,175.8
17190,290,182.1
17190,299,187.8
14114,0,0.6
14114,1,0.6
14114,10,6.3
14114,20,12.6
14114,30,18.8
14114,70,44
14114,80,50.2
14114,120,75.4
14114,130,81.6
14114,170,106.8
14114,180,113
14114,220,138.2
14114,230,144.4
14114,270,169.6
14114,280,175.8
14114,290,182.1
14114,299,187.8
20123,0,0.6
20123,1,0.6
20123,10,6.3
20123,20,12.6
20123,30,18.8
20123,70,44
20123,80,50.2
20123,120,75.4
20123,130,81.6
20123,170,106.8
20123,180,113
20123,220,138.2
20123,230,144.4
20123,270,169.6
20123,280,175.8
20123,290,182.1
20123,299,187.8
11618,0,0.6
11618,1,0.6
11618,10,6.3
11618,20,12.6
11618,30,18.8
11618,70,44
11618,80,50.2
11618,120,75.4
11618,130,81.6
11618,170,106.8
11618,180,113
11618,220,138.2
11618,230,144.4
11618,270,169.6
11618,280,175.8
11618,290,182.1
11618,299,187.8
21566,0,0.6
21566,1,0.6
21566,10,6.3
21566,20,12.6
21566,30,18.8
21566,70,44
21566,80,50.2
21566,120,75.4
21566,130,81.6
21566,170,106.8
21566,180,113
21566,220,138.2
21566,230,144.4
21566,270,169.6
21566,280,175.8
21566,290,182.1
21566,299,187.8
10837,0,0.6
10837,1,0.6
10837,10,6.3
10837,20,12.6
10837,30,18.8
10837,70,44
10837,80,50.2
10837,120,75.4
10837,130,81.6
10837,170,106.8
10837,180,113
10837,220,138.2
10837,230,144.4
10837,270,169.6
10837,280,175.8
10837,290,182.1
10837,299,187.8
9551,0,0.6
9551,1,0.6
9551,10,6.3
9551,20,12.6
9551,30,18.8
9551,70,44
9551,80,50.2
9551,120,75.4
9551,130,81.6
9551,170,106.8
9551,180,113
9551,220,138.2
9551,230,144.4
9551,270,169.6
9551,280,175.8
9551,290,182.1
9551,299,187.8
17570,0,0.6
17570,1,0.6
17570,10,6.3
17570,20,12.6
17570,30,18.8
17570,70,44
17570,80,50.2
17570,120,75.4
17570,130,81.6
17570,170,106.8
17570,180,113
17570,220,138.2
17570,230,144.4
17570,270,169.6
17570,280,175.8
17570,290,182.1
17570,299,187.8
13270,0,0.6
13270,1,0.6
13270,10,6.3
13270,20,12.6
13270,30,18.8
13270,70,44
13270,80,50.2
13270,120,75.4
13270,130,81.6
13270,170,106.8
13270,180,113
13270,220,138.2
13270,230,144.4
13270,270,169.6
13270,280,175.8
13270,290,182.1
13270,299,187.8
6399,0,0.6
6399,1,0.6
6399,10,6.3
6399,20,12.6
6399,30,18.8
6399,70,44
6399,80,50.2
6399,120,75.4
6399,130,81.6
6399,170,106.8
6399,180,113
6399,220,138.2
6399,230,144.4
6399,270,169.6
6399,280,175.8
6399,290,182.1
6399,299,187.8
4056,0,0.6
4056,1,0.6
4056,10,6.3
4056,20,12.6
4056,30,18.8
4056,70,44
4056,80,50.2
4056,120,75.4
4056,130,81.6
4056,170,106.8
4056,180,113
4056,220,138.2
4056,230,144.4
4056,270,169.6
4056,280,175.8
4056,290,182.1
4056,299,187.8
638,0,0.6
638,1,0.6
638,10,6.3
638,20,12.6
638,30,18.8
638,70,44
638,80,50.2
638,120,75.4
638,130,81.6
638,170,106.8
638,180,113
638,220,138.2
638,230,144.4
638,270,169.6
638,280,175.8
638,290,182.1
638,299,187.8
4249,0,0.68593
23689,0,0.7
23689,1,0.7
23689,10,6.5
23689,20,13.1
23689,30,19.6
23689,40,26.2
23689,60,39.2
23689,70,45.8
23689,80,52.3
23689,90,58.9
23689,110,71.9
23689,120,78.5
23689,130,85
23689,140,91.6
23689,160,104.6
23689,170,111.2
23689,180,117.7
23689,190,124.3
23689,210,137.3
23689,220,143.9
23689,230,150.4
23689,240,157
23689,260,170
23689,270,176.6
23689,280,183.1
23689,290,189.7
23689,299,195.5
654,0,0.68593
642,0,0.68593
508,0,0.682
115,0,0.58794
12289,0,0.825
4502,0,0.825
4491,0,0.825
2821,0,1
2829,0,1
2829,5,1
2829,6,0
16265,0,0.7
16265,1,0.7
16265,10,7.1
16265,20,14.3
16265,30,21.4
16265,40,28.6
16265,60,42.8
16265,70,50
16265,80,57.1
16265,90,64.3
16265,110,78.5
16265,120,85.7
16265,130,92.8
16265,140,100
16265,160,114.2
16265,170,121.4
16265,180,128.5
16265,190,135.7
16265,210,149.9
16265,220,157.1
16265,230,164.2
16265,240,171.4
16265,260,185.6
16265,270,192.8
16265,280,199.9
16265,290,207.1
16265,299,213.5
12525,0,0.7
12525,1,0.7
12525,10,7.1
12525,20,14.3
12525,30,21.4
12525,40,28.6
12525,60,42.8
12525,70,50
12525,80,57.1
12525,90,64.3
12525,110,78.5
12525,120,85.7
12525,130,92.8
12525,140,100
12525,160,114.2
12525,170,121.4
12525,180,128.5
12525,190,135.7
12525,210,149.9
12525,220,157.1
12525,230,164.2
12525,240,171.4
12525,260,185.6
12525,270,192.8
12525,280,199.9
12525,290,207.1
12525,299,213.5
2081,0,0.7
2081,1,0.7
2081,10,6.5
2081,20,13.1
2081,30,19.6
2081,40,26.2
2081,60,39.2
2081,70,45.8
2081,80,52.3
2081,90,58.9
2081,110,71.9
2081,120,78.5
2081,130,85
2081,140,91.6
2081,160,104.6
2081,170,111.2
2081,180,117.7
2081,190,124.3
2081,210,137.3
2081,220,143.9
2081,230,150.4
2081,240,157
2081,260,170
2081,270,176.6
2081,280,183.1
2081,290,189.7
2081,299,195.5
17358,0,0.7
17358,1,0.7
17358,10,7.1
17358,20,14.3
17358,30,21.4
17358,40,28.6
17358,60,42.8
17358,70,50
17358,80,57.1
17358,90,64.3
17358,110,78.5
17358,120,85.7
17358,130,92.8
17358,140,100
17358,160,114.2
17358,170,121.4
17358,180,128.5
17358,190,135.7
17358,210,149.9
17358,220,157.1
17358,230,164.2
17358,240,171.4
17358,260,185.6
17358,270,192.8
17358,280,199.9
17358,290,207.1
17358,299,213.5
13008,0,0.7
13008,1,0.7
13008,10,6.5
13008,20,13.1
13008,30,19.6
13008,40,26.2
13008,60,39.2
13008,70,45.8
13008,80,52.3
13008,90,58.9
13008,110,71.9
13008,120,78.5
13008,130,85
13008,140,91.6
13008,160,104.6
13008,170,111.2
13008,180,117.7
13008,190,124.3
13008,210,137.3
13008,220,143.9
13008,230,150.4
13008,240,157
13008,260,170
13008,270,176.6
13008,280,183.1
13008,290,189.7
13008,299,195.5
9668,0,0.7
9668,1,0.7
9668,10,6.5
9668,20,13.1
9668,30,19.6
9668,40,26.2
9668,60,39.2
9668,70,45.8
9668,80,52.3
9668,90,58.9
9668,110,71.9
9668,120,78.5
9668,130,85
9668,140,91.6
9668,160,104.6
9668,170,111.2
9668,180,117.7
9668,190,124.3
9668,210,137.3
9668,220,143.9
9668,230,150.4
9668,240,157
9668,260,170
9668,270,176.6
9668,280,183.1
9668,290,189.7
9668,299,195.5
21079,0,0.7
21079,1,0.7
21079,10,6.5
21079,20,13.1
21079,30,19.6
21079,40,26.2
21079,60,39.2
21079,70,45.8
21079,80,52.3
21079,90,58.9
21079,110,71.9
21079,120,78.5
21079,130,85
21079,140,91.6
21079,160,104.6
21079,170,111.2
21079,180,117.7
21079,190,124.3
21079,210,137.3
21079,220,143.9
21079,230,150.4
21079,240,157
21079,260,170
21079,270,176.6
21079,280,183.1
21079,290,189.7
21079,299,195.5
15407,0,0.7
15407,1,0.7
15407,10,6.5
15407,20,13.1
15407,30,19.6
15407,40,26.2
15407,60,39.2
15407,70,45.8
15407,80,52.3
15407,90,58.9
15407,110,71.9
15407,120,78.5
15407,130,85
15407,140,91.6
15407,160,104.6
15407,170,111.2
15407,180,117.7
15407,190,124.3
15407,210,137.3
15407,220,143.9
15407,230,150.4
15407,240,157
15407,260,170
15407,270,176.6
15407,280,183.1
15407,290,189.7
15407,299,195.5
21336,0,0.7
21336,1,0.7
21336,10,6.5
21336,20,13.1
21336,30,19.6
21336,40,26.2
21336,60,39.2
21336,70,45.8
21336,80,52.3
21336,90,58.9
21336,110,71.9
21336,120,78.5
21336,130,85
21336,140,91.6
21336,160,104.6
21336,170,111.2
21336,180,117.7
21336,190,124.3
21336,210,137.3
21336,220,143.9
21336,230,150.4
21336,240,157
21336,260,170
21336,270,176.6
21336,280,183.1
21336,290,189.7
21336,299,195.5
17932,0,0.7
17932,1,0.7
17932,10,6.5
17932,20,13.1
17932,30,19.6
17932,40,26.2
17932,60,39.2
17932,70,45.8
17932,80,52.3
17932,90,58.9
17932,110,71.9
17932,120,78.5
17932,130,85
17932,140,91.6
17932,160,104.6
17932,170,111.2
17932,180,117.7
17932,190,124.3
17932,210,137.3
17932,220,143.9
17932,230,150.4
17932,240,157
17932,260,170
17932,270,176.6
17932,280,183.1
17932,290,189.7
17932,299,195.5
4609,0,0.7
4609,1,0.7
4609,10,6.5
4609,20,13.1
4609,30,19.6
4609,40,26.2
4609,60,39.2
4609,70,45.8
4609,80,52.3
4609,90,58.9
4609,110,71.9
4609,120,78.5
4609,130,85
4609,140,91.6
4609,160,104.6
4609,170,111.2
4609,180,117.7
4609,190,124.3
4609,210,137.3
4609,220,143.9
4609,230,150.4
4609,240,157
4609,260,170
4609,270,176.6
4609,280,183.1
4609,290,189.7
4609,299,195.5
10458,0,0.7
10458,1,0.7
10458,10,6.5
10458,20,13.1
10458,30,19.6
10458,40,26.2
10458,60,39.2
10458,70,45.8
10458,80,52.3
10458,90,58.9
10458,110,71.9
10458,120,78.5
10458,130,85
10458,140,91.6
10458,160,104.6
10458,170,111.2
10458,180,117.7
10458,190,124.3
10458,210,137.3
10458,220,143.9
10458,230,150.4
10458,240,157
10458,260,170
10458,270,176.6
10458,280,183.1
10458,290,189.7
10458,299,195.5
2456,0,0.7
2456,1,0.7
2456,10,6.5
2456,20,13.1
2456,30,19.6
2456,40,26.2
2456,60,39.2
2456,70,45.8
2456,80,52.3
2456,90,58.9
2456,110,71.9
2456,120,78.5
2456,130,85
2456,140,91.6
2456,160,104.6
2456,170,111.2
2456,180,117.7
2456,190,124.3
2456,210,137.3
2456,220,143.9
2456,230,150.4
2456,240,157
2456,260,170
2456,270,176.6
2456,280,183.1
2456,290,189.7
2456,299,195.5
3744,0,0.7
3744,1,0.7
3744,10,7.1
3744,20,14.3
3744,30,21.4
3744,40,28.6
3744,60,42.8
3744,70,50
3744,80,57.1
3744,90,64.3
3744,110,78.5
3744,120,85.7
3744,130,92.8
3744,140,100
3744,160,114.2
3744,170,121.4
3744,180,128.5
3744,190,135.7
3744,210,149.9
3744,220,157.1
3744,230,164.2
3744,240,171.4
3744,260,185.6
3744,270,192.8
3744,280,199.9
3744,290,207.1
3744,299,213.5
21943,0,0.7
21943,1,0.7
21943,10,7.1
21943,20,14.3
21943,30,21.4
21943,40,28.6
21943,60,42.8
21943,70,50
21943,80,57.1
21943,90,64.3
21943,110,78.5
21943,120,85.7
21943,130,92.8
21943,140,100
21943,160,114.2
21943,170,121.4
21943,180,128.5
21943,190,135.7
21943,210,149.9
21943,220,157.1
21943,230,164.2
21943,240,171.4
21943,260,185.6
21943,270,192.8
21943,280,199.9
21943,290,207.1
21943,299,213.5
19669,0,0.7
19669,1,0.7
19669,10,7.1
19669,20,14.3
19669,30,21.4
19669,40,28.6
19669,60,42.8
19669,70,50
19669,80,57.1
19669,90,64.3
19669,110,78.5
19669,120,85.7
19669,130,92.8
19669,140,100
19669,160,114.2
19669,170,121.4
19669,180,128.5
19669,190,135.7
19669,210,149.9
19669,220,157.1
19669,230,164.2
19669,240,171.4
19669,260,185.6
19669,270,192.8
19669,280,199.9
19669,290,207.1
19669,299,213.5
107,0,0.7
107,1,0.7
107,10,7.1
107,20,14.3
107,30,21.4
107,40,28.6
107,60,42.8
107,70,50
107,80,57.1
107,90,64.3
107,110,78.5
107,120,85.7
107,130,92.8
107,140,100
107,160,114.2
107,170,121.4
107,180,128.5
107,190,135.7
107,210,149.9
107,220,157.1
107,230,164.2
107,240,171.4
107,260,185.6
107,270,192.8
107,280,199.9
107,290,207.1
107,299,213.5
19474,0,0.5
19474,1,0.5
19474,10,4.8
19474,20,9.6
19474,30,14.3
19474,70,33.5
19474,80,38.2
19474,120,57.4
19474,130,62.1
19474,170,81.3
19474,180,86
19474,220,105.2
19474,230,109.9
19474,270,129.1
19474,280,133.8
19474,290,138.6
19474,299,142.9
15661,0,0.5
15661,1,0.5
15661,10,5.2
15661,20,10.4
15661,30,15.7
15661,70,36.5
15661,80,41.8
15661,120,62.6
15661,130,67.9
15661,170,88.7
15661,180,94
15661,220,114.8
15661,230,120.1
15661,270,140.9
15661,280,146.2
15661,290,151.4
15661,299,156.1
12287,0,0.5
12287,1,0.5
12287,10,4.8
12287,20,9.6
12287,30,14.3
12287,70,33.5
12287,80,38.2
12287,120,57.4
12287,130,62.1
12287,170,81.3
12287,180,86
12287,220,105.2
12287,230,109.9
12287,270,129.1
12287,280,133.8
12287,290,138.6
12287,299,142.9
20779,0,0.5
20779,1,0.5
20779,10,4.8
20779,20,9.6
20779,30,14.3
20779,70,33.5
20779,80,38.2
20779,120,57.4
20779,130,62.1
20779,170,81.3
20779,180,86
20779,220,105.2
20779,230,109.9
20779,270,129.1
20779,280,133.8
20779,290,138.6
20779,299,142.9
19883,0,0.5
19883,1,0.5
19883,10,4.8
19883,20,9.6
19883,30,14.3
19883,70,33.5
19883,80,38.2
19883,120,57.4
19883,130,62.1
19883,170,81.3
19883,180,86
19883,220,105.2
19883,230,109.9
19883,270,129.1
19883,280,133.8
19883,290,138.6
19883,299,142.9
23918,0,0.5
