BLOCK,TYPE,TRACK,OFFSET,AREA
40,unmanaged,13,237,0.139305
40,managed,14,237,3.84085
41,unmanaged,83,57,0.13601
41,managed,84,57,2.71115
42,unmanaged,86,127,0.88691
42,managed,87,127,3.03011
43,unmanaged,89,47,0.125842
43,managed,90,47,3.46964
44,unmanaged,8,57,0.051058
44,managed,9,57,1.40774
45,unmanaged,91,107,0.090086
45,managed,92,107,2.4838
46,unmanaged,93,237,0.411897
46,managed,94,237,4.19304
47,unmanaged,91,77,0.194152
47,managed,92,77,5.3531
48,unmanaged,96,43,2.64896
48,managed,97,43,12.1392
49,unmanaged,98,47,1.0998
49,managed,99,47,8.7379
50,unmanaged,13,237,0.135918
50,managed,14,237,3.74747
51,unmanaged,100,103,0.51988
51,managed,101,103,14.3339
52,unmanaged,18,403,2.81301
53,unmanaged,103,177,2.77274
53,managed,104,177,0.58725
54,unmanaged,106,47,4.63835
54,managed,107,47,1.84819
55,unmanaged,18,277,9.1267
56,unmanaged,108,47,1.44163
56,managed,109,47,1.10564
57,unmanaged,110,47,1.02477
57,managed,111,47,4.7601
58,unmanaged,112,237,0.55052
58,managed,113,237,1.39975
59,unmanaged,18,357,1.42784
60,unmanaged,115,307,6.3747
61,unmanaged,116,107,0.54072
61,managed,117,107,14.9085
62,unmanaged,8,47,0.091164
62,managed,9,47,2.51353
63,unmanaged,8,47,0.140498
63,managed,9,47,3.87373
64,unmanaged,118,237,0.18834
64,managed,119,237,0.480687
65,unmanaged,18,357,8.3464
66,unmanaged,121,57,2.25682
66,managed,122,57,1.53112
67,unmanaged,124,47,2.14837
67,managed,125,47,2.13618
68,unmanaged,127,57,2.32363
68,managed,128,57,16.7102
69,unmanaged,64,47,0.3135
69,managed,65,47,8.6436
70,unmanaged,129,127,0.160094
70,managed,130,127,0.82455
71,unmanaged,100,127,0.080827
71,managed,101,127,2.22851
72,unmanaged,132,101,3.57485
72,managed,133,101,7.3781
73,unmanaged,136,261,1.12257
74,unmanaged,137,57,2.74959
74,managed,138,57,1.98131
75,unmanaged,140,47,3.44091
75,managed,141,47,11.9571
76,unmanaged,142,237,0.304864
76,managed,143,237,3.58541
77,unmanaged,8,57,0.17436
77,managed,9,57,4.80735
78,unmanaged,145,47,3.98489
78,managed,146,47,1.77394
79,unmanaged,148,177,2.61058
79,managed,149,177,1.66219
80,unmanaged,151,127,2.06729
80,managed,152,127,0.296326
81,unmanaged,18,307,3.03893
82,unmanaged,154,57,1.1118
82,managed,102,57,30.654
83,unmanaged,155,77,0.221451
83,managed,156,77,1.71132
84,unmanaged,158,57,1.24547
84,managed,159,57,2.8837
85,unmanaged,8,57,0.0400753
85,managed,9,57,1.10493
86,unmanaged,13,97,0.072245
86,managed,14,97,1.9919
87,unmanaged,161,57,0.82868
87,managed,162,57,10.9511
88,unmanaged,55,307,2.80289
89,unmanaged,163,107,2.93341
89,managed,164,107,4.62945
90,unmanaged,8,57,0.268278
90,managed,9,57,7.3968
91,unmanaged,89,47,0.262908
91,managed,90,47,7.2487
92,unmanaged,167,237,0.9691
92,managed,168,237,2.07422
93,unmanaged,170,237,0.91892
93,managed,171,237,2.14237
94,unmanaged,18,307,6.5515
95,unmanaged,8,57,0.187131
95,managed,9,57,5.1595
96,unmanaged,173,47,5.328
96,managed,174,47,19.3945
97,unmanaged,8,57,0.094155
97,managed,9,57,2.59598
98,unmanaged,176,237,4.64338
98,managed,177,237,1.42551
99,unmanaged,79,107,0.058595
99,managed,80,107,1.61554
100,unmanaged,55,357,11.0588
101,unmanaged,179,47,0.96655
101,managed,180,47,19.3696
102,unmanaged,8,47,0.68526
102,managed,9,47,18.8937
103,unmanaged,182,237,0.54056
103,managed,183,237,3.16668
104,unmanaged,185,237,10.5782
104,managed,186,237,0.10685
105,unmanaged,188,57,3.82426
105,managed,189,57,0.51072
106,unmanaged,36,65,0.616
106,managed,37,65,16.9839
107,unmanaged,18,357,2.76542
108,unmanaged,8,47,0.98631
108,managed,9,47,27.1939
109,unmanaged,190,57,1.75517
109,managed,191,57,32.1005
110,unmanaged,193,67,3.16849
110,managed,194,67,3.99193
111,unmanaged,18,307,7.7
112,unmanaged,197,47,4.01009
112,managed,198,47,2.17043
113,unmanaged,199,47,5.9068
113,managed,200,47,34.991
114,unmanaged,22,47,0.16844
114,managed,23,47,4.64414
115,unmanaged,82,37,0.88255
115,managed,38,37,24.3332
116,unmanaged,202,107,1.78334
116,managed,203,107,2.6272
117,unmanaged,205,307,5.9836
118,unmanaged,18,277,2.76888
119,unmanaged,206,57,0.71894
119,managed,207,57,4.08781
120,unmanaged,209,57,1.37294
120,managed,210,57,28.2309
121,unmanaged,212,57,1.13992
121,managed,213,57,0.58427
122,unmanaged,214,127,1.55539
122,managed,215,127,1.59169
123,unmanaged,217,47,2.53968
123,managed,218,47,0.170484
124,unmanaged,18,457,7.2965
125,unmanaged,79,107,0.0372924
125,managed,80,107,1.0282
126,unmanaged,220,47,0.167468
126,managed,221,47,3.57509
127,unmanaged,222,47,0.492165
127,managed,223,47,6.3136
128,unmanaged,225,57,1.96884
128,managed,226,57,3.28961
129,unmanaged,228,127,0.437506
129,managed,229,127,12.0627
130,unmanaged,230,197,0.79917
130,managed,231,197,8.733
131,unmanaged,79,237,0.058679
131,managed,80,237,1.61787
132,unmanaged,233,107,0.64743
132,managed,234,107,2.4702
133,unmanaged,237,57,4.13299
133,managed,238,57,1.87419
134,unmanaged,22,47,0.123179
134,managed,23,47,3.39621
135,unmanaged,239,57,2.79325
135,managed,240,57,5.2679
136,unmanaged,45,57,0.485159
136,managed,46,57,13.3765
137,unmanaged,242,47,0.93538
137,managed,243,47,5.1675
138,unmanaged,245,57,0.63179
138,managed,246,57,1.37987
139,unmanaged,89,47,0.091256
139,managed,90,47,2.51607
140,unmanaged,64,53,0.114897
140,managed,65,53,3.16786
141,unmanaged,247,57,0.65455
141,managed,248,57,1.76907
142,unmanaged,249,233,4.62459
142,managed,250,233,1.07165
143,unmanaged,55,307,7.1782
144,unmanaged,18,357,6.0447
145,unmanaged,252,107,0.57739
145,managed,253,107,6.0034
146,unmanaged,45,57,0.66207
146,managed,46,57,18.2543
147,unmanaged,8,57,0.167445
147,managed,9,57,4.6167
148,unmanaged,8,47,0.103887
148,managed,9,47,2.86432
149,unmanaged,8,47,0.223834
149,managed,9,47,6.1714
150,unmanaged,36,87,0.063545
150,managed,37,87,1.75202
151,unmanaged,8,47,0.086971
151,managed,9,47,2.39792
152,unmanaged,255,47,5.5782
152,managed,256,47,4.10274
153,unmanaged,257,127,4.07924
153,managed,258,127,13.7443
154,unmanaged,260,67,6.8683
154,managed,261,67,17.6337
155,unmanaged,263,127,2.35236
155,managed,264,127,13.9497
156,unmanaged,115,307,15.4116
157,unmanaged,205,357,4.19582
158,unmanaged,18,357,16.4668
159,unmanaged,266,107,2.55267
159,managed,267,107,15.6211
160,unmanaged,269,277,5.2797
160,managed,270,277,0.05333
161,unmanaged,272,127,0.80174
161,managed,273,127,3.64856
162,unmanaged,275,59,0.90392
162,managed,276,59,16.3605
163,unmanaged,278,57,0.79384
163,managed,279,57,0.58848
164,unmanaged,280,107,0.71947
164,managed,281,107,5.683
165,unmanaged,283,127,3.27464
165,managed,284,127,4.03241
166,unmanaged,82,47,0.227682
166,managed,38,47,6.2775
167,unmanaged,64,57,0.40169
167,managed,65,57,11.0752
168,unmanaged,286,107,0.360441
168,managed,287,107,4.57685
169,unmanaged,290,57,0.125231
169,managed,291,57,3.45281
170,unmanaged,116,103,0.64103
170,managed,117,103,17.6742
171,unmanaged,205,307,2.40017
172,unmanaged,13,247,0.179814
172,managed,14,247,4.95773
173,unmanaged,292,177,2.36012
173,managed,293,177,9.5706
174,unmanaged,18,307,4.87737
175,unmanaged,45,57,0.258723
175,managed,46,57,7.1334
176,unmanaged,116,127,0.125354
176,managed,117,127,3.4562
177,unmanaged,295,127,0.160751
177,managed,296,127,2.7396
178,unmanaged,298,57,0.413888
178,managed,299,57,3.11878
179,unmanaged,205,307,2.51518
180,unmanaged,300,47,0.169924
180,managed,301,47,4.68505
181,unmanaged,22,57,0.52188
181,managed,23,57,14.3888
182,unmanaged,302,127,1.65112
182,managed,303,127,3.67537
183,unmanaged,305,47,0.93303
183,managed,306,47,12.41
184,unmanaged,308,57,0.84972
184,managed,309,57,10.2745
185,unmanaged,82,37,0.0146203
185,managed,38,37,0.403103
186,unmanaged,18,277,9.2513
187,unmanaged,311,77,0.99663
187,managed,312,77,2.87816
188,unmanaged,64,47,0.81658
188,managed,65,47,22.5143
189,unmanaged,8,47,0.237243
189,managed,9,47,6.5411
190,unmanaged,314,47,1.27646
190,managed,315,47,0.331532
191,unmanaged,316,57,1.36767
191,managed,317,57,11.8242
192,unmanaged,319,57,1.25655
192,managed,320,57,20.686
193,unmanaged,322,57,2.58609
193,managed,323,57,13.4049
194,unmanaged,18,307,5.5064
195,unmanaged,18,357,5.4823
196,unmanaged,325,67,0.206427
196,managed,326,67,5.6915
197,unmanaged,327,127,3.20643
197,managed,328,127,11.9864
198,unmanaged,331,47,1.01258
198,managed,332,47,1.04209
199,unmanaged,91,157,0.224098
199,managed,92,157,6.1787
200,unmanaged,36,237,0.075097
200,managed,37,237,2.07054
201,unmanaged,18,307,1.85975
202,unmanaged,333,57,3.9465
202,managed,334,57,6.8122
203,unmanaged,91,77,0.118636
203,managed,92,77,3.27097
204,unmanaged,336,57,0.464801
204,managed,337,57,8.0345
205,unmanaged,79,107,0.184556
205,managed,80,107,5.0885
206,unmanaged,116,107,0.382387
206,managed,117,107,10.543
207,unmanaged,8,57,0.57694
207,managed,9,57,15.907
208,unmanaged,8,47,0.371934
208,managed,9,47,10.2548
209,unmanaged,338,307,4.3663
210,unmanaged,339,127,4.25709
210,managed,340,127,2.70011
211,unmanaged,342,127,0.317043
211,managed,343,127,3.30921
212,unmanaged,345,77,5.0533
212,managed,346,77,6.9346
213,unmanaged,349,57,0.172047
213,managed,350,57,3.6588
214,unmanaged,55,357,4.97815
215,unmanaged,18,277,9.2429
216,unmanaged,91,107,0.035392
216,managed,92,107,0.97581
217,unmanaged,82,57,0.279713
217,managed,38,57,7.7121
218,unmanaged,100,127,0.419808
218,managed,101,127,11.5747
