CURVE,X,Y
1648,299,142.9
4035,0,0.5
4035,1,0.5
4035,10,5.2
4035,20,10.4
4035,30,15.7
4035,70,36.5
4035,80,41.8
4035,120,62.6
4035,130,67.9
4035,170,88.7
4035,180,94
4035,220,114.8
4035,230,120.1
4035,270,140.9
4035,280,146.2
4035,290,151.4
4035,299,156.1
9348,0,0.5
9348,1,0.5
9348,20,10
9348,30,14.9
9348,70,34.9
9348,80,39.8
9348,120,59.8
9348,130,64.7
9348,170,84.7
9348,180,89.6
9348,220,109.6
9348,230,114.5
9348,270,134.5
9348,280,139.4
9348,299,148.9
2853,0,0.5
2853,1,0.5
2853,20,10
2853,30,15.1
2853,70,35.1
2853,80,40.2
2853,120,60.2
2853,130,65.3
2853,170,85.3
2853,180,90.4
2853,220,110.4
2853,230,115.5
2853,270,135.5
2853,280,140.6
2853,299,150.1
445,0,0.5
445,1,0.5
445,10,5.2
445,20,10.4
445,30,15.7
445,70,36.5
445,80,41.8
445,120,62.6
445,130,67.9
445,170,88.7
445,180,94
445,220,114.8
445,230,120.1
445,270,140.9
445,280,146.2
445,290,151.4
445,299,156.1
12,0,0.47425
11,0,0.30488
10,0,0.06775
8703,0,0.50909
2486,0,0.55
1223,0,0.572
3840,0,0.57815
1670,0,0.57815
1656,0,0.57815
1455,0,0.572
757,0,0.58794
538,0,0.572
10733,0,0.6
10733,1,0.6
10733,10,5.7
10733,20,11.3
10733,30,17
10733,40,22.6
10733,60,34
10733,70,39.6
10733,80,45.3
10733,90,50.9
10733,110,62.3
10733,120,67.9
10733,130,73.6
10733,140,79.2
10733,160,90.6
10733,170,96.2
10733,180,101.9
10733,190,107.5
10733,210,118.9
10733,220,124.5
10733,230,130.2
10733,240,135.8
10733,260,147.2
10733,270,152.8
10733,280,158.5
10733,290,164.1
10733,299,169.2
6732,0,0.6
6732,1,0.6
6732,10,6.3
6732,20,12.6
6732,30,18.8
6732,70,44
6732,80,50.2
6732,120,75.4
6732,130,81.6
6732,170,106.8
6732,180,113
6732,220,138.2
6732,230,144.4
6732,270,169.6
6732,280,175.8
6732,290,182.1
6732,299,187.8
5038,0,0.6
5038,1,0.6
5038,10,6.3
5038,20,12.6
5038,30,18.8
5038,70,44
5038,80,50.2
5038,120,75.4
5038,130,81.6
5038,170,106.8
5038,180,113
5038,220,138.2
5038,230,144.4
5038,270,169.6
5038,280,175.8
5038,290,182.1
5038,299,187.8
10918,0,0.6
10918,1,0.6
10918,10,6.3
10918,20,12.6
10918,30,18.8
10918,70,44
10918,80,50.2
10918,120,75.4
10918,130,81.6
10918,170,106.8
10918,180,113
10918,220,138.2
10918,230,144.4
10918,270,169.6
10918,280,175.8
10918,290,182.1
10918,299,187.8
3820,0,0.6
3820,1,0.6
3820,10,6.3
3820,20,12.6
3820,30,18.8
3820,70,44
3820,80,50.2
3820,120,75.4
3820,130,81.6
3820,170,106.8
3820,180,113
3820,220,138.2
3820,230,144.4
3820,270,169.6
3820,280,175.8
3820,290,182.1
3820,299,187.8
7840,0,0.6
7840,1,0.6
7840,10,6.3
7840,20,12.6
7840,30,18.8
7840,70,44
7840,80,50.2
7840,120,75.4
7840,130,81.6
7840,170,106.8
7840,180,113
7840,220,138.2
7840,230,144.4
7840,270,169.6
7840,280,175.8
7840,290,182.1
7840,299,187.8
10498,0,0.6
10498,1,0.6
10498,10,6.3
10498,20,12.6
10498,30,18.8
10498,70,44
10498,80,50.2
10498,120,75.4
10498,130,81.6
10498,170,106.8
10498,180,113
10498,220,138.2
10498,230,144.4
10498,270,169.6
10498,280,175.8
10498,290,182.1
10498,299,187.8
6533,0,0.6
6533,1,0.6
6533,10,6.3
6533,20,12.6
6533,30,18.8
6533,70,44
6533,80,50.2
6533,120,75.4
6533,130,81.6
6533,170,106.8
6533,180,113
6533,220,138.2
6533,230,144.4
6533,270,169.6
6533,280,175.8
6533,290,182.1
6533,299,187.8
9475,0,0.6
9475,1,0.6
9475,10,6.3
9475,20,12.6
9475,30,18.8
9475,70,44
9475,80,50.2
9475,120,75.4
9475,130,81.6
9475,170,106.8
9475,180,113
9475,220,138.2
9475,230,144.4
9475,270,169.6
9475,280,175.8
9475,290,182.1
9475,299,187.8
7266,0,0.6
7266,1,0.6
7266,10,6.3
7266,20,12.6
7266,30,18.8
7266,70,44
7266,80,50.2
7266,120,75.4
7266,130,81.6
7266,170,106.8
7266,180,113
7266,220,138.2
7266,230,144.4
7266,270,169.6
7266,280,175.8
7266,290,182.1
7266,299,187.8
6596,0,0.6
6596,1,0.6
6596,10,6.3
6596,20,12.6
6596,30,18.8
6596,70,44
6596,80,50.2
6596,120,75.4
6596,130,81.6
6596,170,106.8
6596,180,113
6596,220,138.2
6596,230,144.4
6596,270,169.6
6596,280,175.8
6596,290,182.1
6596,299,187.8
2786,0,0.6
2786,1,0.6
2786,10,6.3
2786,20,12.6
2786,30,18.8
2786,70,44
2786,80,50.2
2786,120,75.4
2786,130,81.6
2786,170,106.8
2786,180,113
2786,220,138.2
2786,230,144.4
2786,270,169.6
2786,280,175.8
2786,290,182.1
2786,299,187.8
6398,0,0.6
6398,1,0.6
6398,10,6.3
6398,20,12.6
6398,30,18.8
6398,70,44
6398,80,50.2
6398,120,75.4
6398,130,81.6
6398,170,106.8
6398,180,113
6398,220,138.2
6398,230,144.4
6398,270,169.6
6398,280,175.8
6398,290,182.1
6398,299,187.8
7456,0,0.6
7456,1,0.6
7456,10,6.3
7456,20,12.6
7456,30,18.8
7456,70,44
7456,80,50.2
7456,120,75.4
7456,130,81.6
7456,170,106.8
7456,180,113
7456,220,138.2
7456,230,144.4
7456,270,169.6
7456,280,175.8
7456,290,182.1
7456,299,187.8
11440,0,0.6
11440,1,0.6
11440,10,6.3
11440,20,12.6
11440,30,18.8
11440,70,44
11440,80,50.2
11440,120,75.4
11440,130,81.6
11440,170,106.8
11440,180,113
11440,220,138.2
11440,230,144.4
11440,270,169.6
11440,280,175.8
11440,290,182.1
11440,299,187.8
5111,0,0.6
5111,1,0.6
5111,10,6.3
5111,20,12.6
5111,30,18.8
5111,70,44
5111,80,50.2
5111,120,75.4
5111,130,81.6
5111,170,106.8
5111,180,113
5111,220,138.2
5111,230,144.4
5111,270,169.6
5111,280,175.8
5111,290,182.1
5111,299,187.8
2240,0,0.6
2240,1,0.6
2240,10,6.3
2240,20,12.6
2240,30,18.8
2240,70,44
2240,80,50.2
2240,120,75.4
2240,130,81.6
2240,170,106.8
2240,180,113
2240,220,138.2
2240,230,144.4
2240,270,169.6
2240,280,175.8
2240,290,182.1
2240,299,187.8
8629,0,0.6125
2696,0,0.62222
8623,0,0.6
8623,1,0.6
8623,10,5.7
8623,20,11.3
8623,30,17
8623,40,22.6
8623,60,34
8623,70,39.6
8623,80,45.3
8623,90,50.9
8623,110,62.3
8623,120,67.9
8623,130,73.6
8623,140,79.2
8623,160,90.6
8623,170,96.2
8623,180,101.9
8623,190,107.5
8623,210,118.9
8623,220,124.5
8623,230,130.2
8623,240,135.8
8623,260,147.2
8623,270,152.8
8623,280,158.5
8623,290,164.1
8623,299,169.2
5748,0,0.6
5748,1,0.6
5748,10,6.3
5748,20,12.6
5748,30,18.8
5748,70,44
5748,80,50.2
5748,120,75.4
5748,130,81.6
5748,170,106.8
5748,180,113
5748,220,138.2
5748,230,144.4
5748,270,169.6
5748,280,175.8
5748,290,182.1
5748,299,187.8
11897,0,0.6
11897,1,0.6
11897,10,6.3
11897,20,12.6
11897,30,18.8
11897,70,44
11897,80,50.2
11897,120,75.4
11897,130,81.6
11897,170,106.8
11897,180,113
11897,220,138.2
11897,230,144.4
11897,270,169.6
11897,280,175.8
11897,290,182.1
11897,299,187.8
10862,0,0.6
10862,1,0.6
10862,10,6.3
10862,20,12.6
10862,30,18.8
10862,70,44
10862,80,50.2
10862,120,75.4
10862,130,81.6
10862,170,106.8
10862,180,113
10862,220,138.2
10862,230,144.4
10862,270,169.6
10862,280,175.8
10862,290,182.1
10862,299,187.8
874,0,0.6
874,1,0.6
874,10,6.3
874,20,12.6
874,30,18.8
874,70,44
874,80,50.2
874,120,75.4
874,130,81.6
874,170,106.8
874,180,113
874,220,138.2
874,230,144.4
874,270,169.6
874,280,175.8
874,290,182.1
874,299,187.8
244,0,0.682
5138,0,0.68593
654,0,0.682
7532,0,0.7
7532,1,0.7
7532,10,6.5
7532,20,13.1
7532,30,19.6
7532,40,26.2
7532,60,39.2
7532,70,45.8
7532,80,52.3
7532,90,58.9
7532,110,71.9
7532,120,78.5
7532,130,85
7532,140,91.6
7532,160,104.6
7532,170,111.2
7532,180,117.7
7532,190,124.3
7532,210,137.3
7532,220,143.9
7532,230,150.4
7532,240,157
7532,260,170
7532,270,176.6
7532,280,183.1
7532,290,189.7
7532,299,195.5
7391,0,0.7
7391,1,0.7
7391,10,7.1
7391,20,14.3
7391,30,21.4
7391,40,28.6
7391,60,42.8
7391,70,50
7391,80,57.1
7391,90,64.3
7391,110,78.5
7391,120,85.7
7391,130,92.8
7391,140,100
7391,160,114.2
7391,170,121.4
7391,180,128.5
7391,190,135.7
7391,210,149.9
7391,220,157.1
7391,230,164.2
7391,240,171.4
7391,260,185.6
7391,270,192.8
7391,280,199.9
7391,290,207.1
7391,299,213.5
7779,0,0.7
7779,1,0.7
7779,10,7.1
7779,20,14.3
7779,30,21.4
7779,40,28.6
7779,60,42.8
7779,70,50
7779,80,57.1
7779,90,64.3
7779,110,78.5
7779,120,85.7
7779,130,92.8
7779,140,100
7779,160,114.2
7779,170,121.4
7779,180,128.5
7779,190,135.7
7779,210,149.9
7779,220,157.1
7779,230,164.2
7779,240,171.4
7779,260,185.6
7779,270,192.8
7779,280,199.9
7779,290,207.1
7779,299,213.5
2644,0,0.825
2635,0,0.825
9100,0,0.7
9100,1,0.7
9100,10,7.1
9100,20,14.3
9100,30,21.4
9100,40,28.6
9100,60,42.8
9100,70,50
9100,80,57.1
9100,90,64.3
9100,110,78.5
9100,120,85.7
9100,130,92.8
9100,140,100
9100,160,114.2
9100,170,121.4
9100,180,128.5
9100,190,135.7
9100,210,149.9
9100,220,157.1
9100,230,164.2
9100,240,171.4
9100,260,185.6
9100,270,192.8
9100,280,199.9
9100,290,207.1
9100,299,213.5
8206,0,0.7
8206,1,0.7
8206,10,7.1
8206,20,14.3
8206,30,21.4
8206,40,28.6
8206,60,42.8
8206,70,50
8206,80,57.1
8206,90,64.3
8206,110,78.5
8206,120,85.7
8206,130,92.8
8206,140,100
8206,160,114.2
8206,170,121.4
8206,180,128.5
8206,190,135.7
8206,210,149.9
8206,220,157.1
8206,230,164.2
8206,240,171.4
8206,260,185.6
8206,270,192.8
8206,280,199.9
8206,290,207.1
8206,299,213.5
6785,0,0.7
6785,1,0.7
6785,10,7.1
6785,20,14.3
6785,30,21.4
6785,40,28.6
6785,60,42.8
6785,70,50
6785,80,57.1
6785,90,64.3
6785,110,78.5
6785,120,85.7
6785,130,92.8
6785,140,100
6785,160,114.2
6785,170,121.4
6785,180,128.5
6785,190,135.7
6785,210,149.9
6785,220,157.1
6785,230,164.2
6785,240,171.4
6785,260,185.6
6785,270,192.8
6785,280,199.9
6785,290,207.1
6785,299,213.5
11339,0,0.7
11339,1,0.7
11339,10,7.1
11339,20,14.3
11339,30,21.4
11339,40,28.6
11339,60,42.8
11339,70,50
11339,80,57.1
11339,90,64.3
11339,110,78.5
11339,120,85.7
11339,130,92.8
11339,140,100
11339,160,114.2
11339,170,121.4
11339,180,128.5
11339,190,135.7
11339,210,149.9
11339,220,157.1
11339,230,164.2
11339,240,171.4
11339,260,185.6
11339,270,192.8
11339,280,199.9
11339,290,207.1
11339,299,213.5
2224,0,0.7
2224,1,0.7
2224,10,7.1
2224,20,14.3
2224,30,21.4
2224,40,28.6
2224,60,42.8
2224,70,50
2224,80,57.1
2224,90,64.3
2224,110,78.5
2224,120,85.7
2224,130,92.8
2224,140,100
2224,160,114.2
2224,170,121.4
2224,180,128.5
2224,190,135.7
2224,210,149.9
2224,220,157.1
2224,230,164.2
2224,240,171.4
2224,260,185.6
2224,270,192.8
2224,280,199.9
2224,290,207.1
2224,299,213.5
11778,0,0.7
11778,1,0.7
11778,10,6.5
11778,20,13.1
11778,30,19.6
11778,40,26.2
11778,60,39.2
11778,70,45.8
11778,80,52.3
11778,90,58.9
11778,110,71.9
11778,120,78.5
11778,130,85
11778,140,91.6
11778,160,104.6
11778,170,111.2
11778,180,117.7
11778,190,124.3
11778,210,137.3
11778,220,143.9
11778,230,150.4
11778,240,157
11778,260,170
11778,270,176.6
11778,280,183.1
11778,290,189.7
11778,299,195.5
5379,0,0.7
5379,1,0.7
5379,10,6.5
5379,20,13.1
5379,30,19.6
5379,40,26.2
5379,60,39.2
5379,70,45.8
5379,80,52.3
5379,90,58.9
5379,110,71.9
5379,120,78.5
5379,130,85
5379,140,91.6
5379,160,104.6
5379,170,111.2
5379,180,117.7
5379,190,124.3
5379,210,137.3
5379,220,143.9
5379,230,150.4
5379,240,157
5379,260,170
5379,270,176.6
5379,280,183.1
5379,290,189.7
5379,299,195.5
10811,0,0.7
10811,1,0.7
10811,10,6.5
10811,20,13.1
10811,30,19.6
10811,40,26.2
10811,60,39.2
10811,70,45.8
10811,80,52.3
10811,90,58.9
10811,110,71.9
10811,120,78.5
10811,130,85
10811,140,91.6
10811,160,104.6
10811,170,111.2
10811,180,117.7
10811,190,124.3
10811,210,137.3
10811,220,143.9
10811,230,150.4
10811,240,157
10811,260,170
10811,270,176.6
10811,280,183.1
10811,290,189.7
10811,299,195.5
6859,0,0.7
6859,1,0.7
6859,10,6.5
6859,20,13.1
6859,30,19.6
6859,40,26.2
6859,60,39.2
6859,70,45.8
6859,80,52.3
6859,90,58.9
6859,110,71.9
6859,120,78.5
6859,130,85
6859,140,91.6
6859,160,104.6
6859,170,111.2
6859,180,117.7
6859,190,124.3
6859,210,137.3
6859,220,143.9
6859,230,150.4
6859,240,157
6859,260,170
6859,270,176.6
6859,280,183.1
6859,290,189.7
6859,299,195.5
10652,0,0.7
10652,1,0.7
10652,10,6.5
10652,20,13.1
10652,30,19.6
10652,40,26.2
10652,60,39.2
10652,70,45.8
10652,80,52.3
10652,90,58.9
10652,110,71.9
10652,120,78.5
10652,130,85
10652,140,91.6
10652,160,104.6
10652,170,111.2
10652,180,117.7
10652,190,124.3
10652,210,137.3
10652,220,143.9
10652,230,150.4
10652,240,157
10652,260,170
10652,270,176.6
10652,280,183.1
10652,290,189.7
10652,299,195.5
1135,0,0.7
1135,1,0.7
1135,10,6.5
1135,20,13.1
1135,30,19.6
1135,40,26.2
1135,60,39.2
1135,70,45.8
1135,80,52.3
1135,90,58.9
1135,110,71.9
1135,120,78.5
1135,130,85
1135,140,91.6
1135,160,104.6
1135,170,111.2
1135,180,117.7
1135,190,124.3
1135,210,137.3
1135,220,143.9
1135,230,150.4
1135,240,157
1135,260,170
1135,270,176.6
1135,280,183.1
1135,290,189.7
1135,299,195.5
1041,0,0.7
1041,1,0.7
1041,10,6.5
1041,20,13.1
1041,30,19.6
1041,40,26.2
1041,60,39.2
1041,70,45.8
1041,80,52.3
1041,90,58.9
1041,110,71.9
1041,120,78.5
1041,130,85
1041,140,91.6
1041,160,104.6
1041,170,111.2
1041,180,117.7
1041,190,124.3
1041,210,137.3
1041,220,143.9
1041,230,150.4
1041,240,157
1041,260,170
1041,270,176.6
1041,280,183.1
1041,290,189.7
1041,299,195.5
888,0,0.68593
363,0,0.68593
224,0,0.682
120,0,0.58794
22,0,1
30,0,1
30,5,1
30,6,0
10248,0,0.5
10248,1,0.5
10248,10,4.8
10248,20,9.6
10248,30,14.3
10248,70,33.5
10248,80,38.2
10248,120,57.4
10248,130,62.1
10248,170,81.3
10248,180,86
10248,220,105.2
10248,230,109.9
10248,270,129.1
10248,280,133.8
10248,290,138.6
10248,299,142.9
8614,0,0.5
8614,1,0.5
8614,10,4.8
8614,20,9.6
8614,30,14.3
8614,70,33.5
8614,80,38.2
8614,120,57.4
8614,130,62.1
8614,170,81.3
8614,180,86
8614,220,105.2
8614,230,109.9
8614,270,129.1
8614,280,133.8
8614,290,138.6
8614,299,142.9
5598,0,0.5
5598,1,0.5
5598,10,4.8
5598,20,9.6
5598,30,14.3
5598,70,33.5
5598,80,38.2
5598,120,57.4
5598,130,62.1
5598,170,81.3
5598,180,86
5598,220,105.2
5598,230,109.9
5598,270,129.1
5598,280,133.8
5598,290,138.6
5598,299,142.9
10307,0,0.5
10307,1,0.5
10307,10,4.8
10307,20,9.6
10307,30,14.3
10307,70,33.5
10307,80,38.2
10307,120,57.4
10307,130,62.1
10307,170,81.3
10307,180,86
10307,220,105.2
10307,230,109.9
10307,270,129.1
10307,280,133.8
10307,290,138.6
10307,299,142.9
11397,0,0.5
11397,1,0.5
11397,10,4.8
11397,20,9.6
11397,30,14.3
11397,70,33.5
11397,80,38.2
11397,120,57.4
11397,130,62.1
11397,170,81.3
11397,180,86
11397,220,105.2
11397,230,109.9
11397,270,129.1
11397,280,133.8
11397,290,138.6
11397,299,142.9
9239,0,0.5
9239,1,0.5
9239,10,4.8
9239,20,9.6
9239,30,14.3
9239,70,33.5
9239,80,38.2
9239,120,57.4
9239,130,62.1
9239,170,81.3
9239,180,86
9239,220,105.2
9239,230,109.9
9239,270,129.1
9239,280,133.8
9239,290,138.6
9239,299,142.9
5194,0,0.5
5194,1,0.5
5194,10,4.8
5194,20,9.6
5194,30,14.3
5194,70,33.5
5194,80,38.2
5194,120,57.4
5194,130,62.1
5194,170,81.3
5194,180,86
5194,220,105.2
5194,230,109.9
5194,270,129.1
5194,280,133.8
5194,290,138.6
5194,299,142.9
8917,0,0.5
8917,1,0.5
8917,10,4.8
8917,20,9.6
8917,30,14.3
8917,70,33.5
8917,80,38.2
8917,120,57.4
8917,130,62.1
8917,170,81.3
8917,180,86
8917,220,105.2
8917,230,109.9
8917,270,129.1
8917,280,133.8
8917,290,138.6
8917,299,142.9
3830,0,0.5
3830,1,0.5
3830,10,4.8
3830,20,9.6
3830,30,14.3
3830,70,33.5
3830,80,38.2
3830,120,57.4
3830,130,62.1
3830,170,81.3
3830,180,86
3830,220,105.2
3830,230,109.9
3830,270,129.1
3830,280,133.8
3830,290,138.6
3830,299,142.9
2494,0,0.5
2494,1,0.5
2494,10,4.8
2494,20,9.6
2494,30,14.3
2494,70,33.5
2494,80,38.2
2494,120,57.4
2494,130,62.1
2494,170,81.3
2494,180,86
2494,220,105.2
2494,230,109.9
2494,270,129.1
2494,280,133.8
2494,290,138.6
2494,299,142.9
6467,0,0.5
6467,1,0.5
6467,10,4.8
6467,20,9.6
6467,30,14.3
6467,70,33.5
6467,80,38.2
6467,120,57.4
6467,130,62.1
6467,170,81.3
6467,180,86
6467,220,105.2
6467,230,109.9
6467,270,129.1
6467,280,133.8
6467,290,138.6
6467,299,142.9
10545,0,0.5
10545,1,0.5
10545,10,4.8
10545,20,9.6
10545,30,14.3
10545,70,33.5
10545,80,38.2
10545,120,57.4
10545,130,62.1
10545,170,81.3
10545,180,86
10545,220,105.2
10545,230,109.9
10545,270,129.1
10545,280,133.8
10545,290,138.6
10545,299,142.9
7325,0,0.5
7325,1,0.5
7325,10,4.8
7325,20,9.6
7325,30,14.3
7325,70,33.5
7325,80,38.2
7325,120,57.4
7325,130,62.1
7325,170,81.3
7325,180,86
7325,220,105.2
7325,230,109.9
7325,270,129.1
7325,280,133.8
7325,290,138.6
7325,299,142.9
2341,0,0.5
2341,1,0.5
2341,10,4.8
2341,20,9.6
2341,30,14.3
2341,70,33.5
2341,80,38.2
2341,120,57.4
2341,130,62.1
2341,170,81.3
2341,180,86
2341,220,105.2
2341,230,109.9
2341,270,129.1
2341,280,133.8
2341,290,138.6
2341,299,142.9
7914,0,0.5
7914,1,0.5
7914,20,10
7914,30,14.9
7914,70,34.9
7914,80,39.8
7914,120,59.8
7914,130,64.7
7914,170,84.7
7914,180,89.6
7914,220,109.6
7914,230,114.5
7914,270,134.5
7914,280,139.4
7914,299,148.9
11642,0,0.5
11642,1,0.5
11642,20,10
11642,30,15.1
11642,70,35.1
11642,80,40.2
11642,120,60.2
11642,130,65.3
11642,170,85.3
11642,180,90.4
11642,220,110.4
11642,230,115.5
11642,270,135.5
11642,280,140.6
11642,299,150.1
10131,0,0.5
10131,1,0.5
10131,20,10
10131,30,15.1
10131,70,35.1
10131,80,40.2
10131,120,60.2
10131,130,65.3
10131,170,85.3
10131,180,90.4
10131,220,110.4
10131,230,115.5
10131,270,135.5
10131,280,140.6
10131,299,150.1
5901,0,0.5
5901,1,0.5
5901,20,10
5901,30,15.1
5901,70,35.1
5901,80,40.2
5901,120,60.2
5901,130,65.3
5901,170,85.3
5901,180,90.4
5901,220,110.4
5901,230,115.5
5901,270,135.5
5901,280,140.6
5901,299,150.1
8443,0,0.5
8443,1,0.5
8443,20,10
8443,30,15.1
8443,70,35.1
8443,80,40.2
8443,120,60.2
8443,130,65.3
8443,170,85.3
8443,180,90.4
8443,220,110.4
8443,230,115.5
8443,270,135.5
8443,280,140.6
8443,299,150.1
8777,0,0.5
8777,1,0.5
8777,20,10
8777,30,15.1
8777,70,35.1
8777,80,40.2
8777,120,60.2
8777,130,65.3
8777,170,85.3
8777,180,90.4
8777,220,110.4
